PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,FamilySize,IsAlone,HasCabin,AgeGroup
708,0,1,"Johnson, Mr. Thomas",male,65.5,0,1,C.A. 77093,12.49,Unknown,C,2,0,0,Adulto mayor
709,0,1,"Walker, Miss. Mary",female,22.5,0,0,STON/O2 99174,236.58,Unknown,Q,1,1,0,Adulto
710,1,1,"Thomas, Miss. Margaret",female,24.3,3,0,STON/O2 89383,104.38,Unknown,S,4,0,0,Adulto
711,0,2,"Martin, Mr. Alejandro",male,9.4,1,0,A/5 2970,30.78,Unknown,S,2,0,0,Niño
712,0,3,"Clark, Mr. Charles",male,23.1,1,0,C.A. 41965,28.82,Unknown,S,2,0,0,Adulto
713,1,3,"Evans, Mr. George",male,29.9,0,0,PC 49246,18.78,Unknown,S,1,1,0,Adulto
714,1,3,"Johnson, Mr. Carlos",male,29.9,1,0,C.A. 52314,31.1,Unknown,S,2,0,0,Adulto
715,1,3,"Hall, Mr. William",male,34.3,0,0,SOTON 85090,9.46,Unknown,S,1,1,0,Adulto
716,0,3,"López, Mr. Charles",male,35.8,0,0,W./C. 86504,6.61,Unknown,S,1,1,0,Adulto
717,0,3,"Lewis, Mr. James",male,29.5,1,0,PC 70670,14.01,Unknown,S,2,0,0,Adulto
718,0,1,"Martin, Mr. James",male,40.9,0,0,W./C. 2474,150.56,Unknown,S,1,1,0,Adulto
719,0,3,"Scott, Mr. Charles",male,25.1,3,1,C.A. 56645,16.12,Unknown,S,5,0,0,Adulto
720,0,1,"Allen, Mr. Thomas",male,49.6,0,0,C.A. 54628,116.6,Unknown,S,1,1,0,Adulto
721,0,3,"García, Mrs. Alice",female,29.9,0,0,W./C. 17260,9.78,Unknown,S,1,1,0,Adulto
722,1,3,"Martin, Miss. Edith",female,11.3,0,0,A/5 49916,25.79,Unknown,S,1,1,0,Niño
723,1,1,"Lewis, Mrs. Elena",female,54.6,0,0,A/5 47440,42.5,Unknown,C,1,1,0,Adulto
724,0,3,"Young, Mr. Thomas",male,1.9,0,0,W./C. 16631,7.48,Unknown,S,1,1,0,Niño
725,1,2,"Martínez, Mr. Henry",male,57.6,0,0,C.A. 5161,10.47,F127,S,1,1,1,Adulto
726,0,3,"Roberts, Mr. Thomas",male,14.9,0,0,STON/O2 77809,32.21,Unknown,S,1,1,0,Joven
727,0,3,"Clark, Miss. Alice",female,22.7,0,0,LINE 82414,17.22,Unknown,C,1,1,0,Adulto
728,0,3,"García, Mr. Luis",male,29.9,0,0,W./C. 99607,18.94,Unknown,S,1,1,0,Adulto
729,0,2,"López, Mr. Alejandro",male,29.9,1,0,SOTON 71699,10.53,Unknown,S,2,0,0,Adulto
730,0,3,"Johnson, Mr. Henry",male,16.6,0,0,C.A. 5572,7.13,Unknown,S,1,1,0,Joven
731,1,1,"Hall, Mr. Alejandro",male,7.4,0,0,C.A. 23477,188.37,Unknown,S,1,1,0,Niño
732,1,1,"Roberts, Mr. Thomas",male,8.5,0,1,STON/O2 90008,62.0,Unknown,S,2,0,0,Niño
733,1,1,"Smith, Mr. Robert",male,22.4,1,0,PC 1770,61.26,Unknown,Q,2,0,0,Adulto
734,0,2,"Taylor, Mr. Thomas",male,10.5,2,0,C.A. 57010,31.05,Unknown,C,3,0,0,Niño
735,1,2,"King, Mr. John",male,27.7,0,0,W./C. 10998,30.13,Unknown,C,1,1,0,Adulto
736,1,1,"Evans, Mrs. Anna",female,54.0,2,2,STON/O2 94739,55.27,Unknown,S,5,0,0,Adulto
737,0,3,"Allen, Mr. Arthur",male,24.7,0,0,PC 97663,9.39,Unknown,C,1,1,0,Adulto
738,0,3,"Clark, Mr. Robert",male,43.9,4,0,LINE 90291,8.15,Unknown,S,5,0,0,Adulto
739,1,3,"Hernández, Miss. Anna",female,29.9,1,1,PC 53317,12.71,Unknown,C,3,0,0,Adulto
740,0,2,"Roberts, Miss. Lucía",female,0.3,1,0,PC 37283,30.11,Unknown,S,2,0,0,Niño
741,0,2,"Ramírez, Mr. Alejandro",male,56.9,0,0,C.A. 11945,39.25,Unknown,S,1,1,0,Adulto
742,0,3,"Hall, Mr. Henry",male,49.2,0,0,PC 44550,11.66,Unknown,S,1,1,0,Adulto
743,0,3,"Taylor, Mr. Samuel",male,28.9,0,0,C.A. 47619,11.44,Unknown,S,1,1,0,Adulto
744,0,2,"Davies, Mr. Charles",male,31.4,1,2,W./C. 45764,43.39,Unknown,S,4,0,0,Adulto
745,1,1,"Evans, Mrs. Edith",female,29.9,1,0,A/5 73363,121.47,Unknown,Q,2,0,0,Adulto
746,0,2,"Green, Mr. Charles",male,34.0,0,0,C.A. 90653,7.45,Unknown,Q,1,1,0,Adulto
747,0,3,"Wright, Mr. James",male,39.1,0,4,STON/O2 66217,8.63,Unknown,C,5,0,0,Adulto
748,1,1,"Wilson, Mrs. Edith",female,29.9,0,0,A/5 35000,25.94,Unknown,S,1,1,0,Adulto
749,1,1,"Clark, Mr. Samuel",male,21.9,0,2,STON/O2 55475,32.78,Unknown,S,3,0,0,Adulto
750,0,2,"Lewis, Mr. Thomas",male,28.5,0,1,W./C. 25889,33.66,Unknown,S,2,0,0,Adulto
751,0,1,"Scott, Mr. Thomas",male,29.9,0,0,A/5 1515,88.4,A77,S,1,1,1,Adulto
752,1,2,"Thomas, Mrs. Ethel",female,57.7,0,1,STON/O2 88412,40.2,Unknown,S,2,0,0,Adulto
753,0,3,"Davies, Mr. Luis",male,9.2,4,0,C.A. 95037,6.75,Unknown,S,5,0,0,Niño
754,0,3,"López, Mr. Miguel",male,13.6,0,0,C.A. 3252,15.43,Unknown,S,1,1,0,Joven
755,0,3,"Martin, Mr. Charles",male,29.9,0,3,STON/O2 48407,2.06,Unknown,C,4,0,0,Adulto
756,0,3,"Martin, Mrs. Elizabeth",female,46.9,1,0,STON/O2 23447,14.67,Unknown,S,2,0,0,Adulto
757,1,3,"Johnson, Mr. James",male,2.5,0,0,SOTON 21153,7.49,Unknown,S,1,1,0,Niño
758,1,2,"Young, Mrs. Camila",female,26.3,0,2,SOTON 32029,33.44,Unknown,S,3,0,0,Adulto
759,0,2,"Brown, Mrs. Helen",female,61.6,0,0,W./C. 77287,20.18,Unknown,C,1,1,0,Adulto mayor
760,1,2,"Smith, Mr. Carlos",male,7.9,1,0,C.A. 90038,18.87,Unknown,S,2,0,0,Niño
761,0,3,"Wright, Mr. Samuel",male,29.9,0,1,A/5 46978,18.78,Unknown,Q,2,0,0,Adulto
762,0,2,"Allen, Mr. John",male,20.8,0,2,PC 21518,41.22,Unknown,S,3,0,0,Adulto
763,0,3,"López, Mr. Samuel",male,38.1,0,0,LINE 29275,9.46,Unknown,S,1,1,0,Adulto
764,0,1,"Evans, Mr. Luis",male,42.7,0,0,C.A. 95060,162.97,E76,S,1,1,1,Adulto
765,1,3,"Evans, Mrs. Elena",female,25.8,0,0,A/5 25721,44.18,Unknown,S,1,1,0,Adulto
766,0,3,"Hernández, Mr. James",male,43.3,0,0,A/5 87985,8.72,Unknown,S,1,1,0,Adulto
767,0,3,"Thomas, Mrs. María",female,26.1,1,0,W./C. 88070,10.61,Unknown,S,2,0,0,Adulto
768,1,3,"Martínez, Miss. Elizabeth",female,11.8,0,0,PC 45681,2.52,Unknown,S,1,1,0,Niño
769,1,2,"Evans, Mr. John",male,59.2,1,0,A/5 42477,22.93,Unknown,S,2,0,0,Adulto
770,1,3,"López, Mrs. Anna",female,44.9,1,0,STON/O2 31781,5.71,Unknown,S,2,0,0,Adulto
771,1,3,"Smith, Miss. Sofía",female,23.9,0,0,STON/O2 23681,11.79,Unknown,C,1,1,0,Adulto
772,1,3,"Evans, Mrs. Margaret",female,26.0,0,0,W./C. 66455,4.76,Unknown,S,1,1,0,Adulto
773,0,2,"Wright, Mr. Arthur",male,16.1,2,2,SOTON 80477,14.87,Unknown,S,5,0,0,Joven
774,0,3,"Wright, Mr. Carlos",male,32.8,0,0,C.A. 93955,11.02,Unknown,S,1,1,0,Adulto
775,0,3,"Wright, Mr. Thomas",male,49.9,0,0,A/5 79875,11.48,Unknown,S,1,1,0,Adulto
776,0,3,"Young, Mr. Luis",male,34.1,1,0,LINE 10787,8.95,Unknown,S,2,0,0,Adulto
777,0,3,"Green, Mrs. Mary",female,39.1,0,0,SOTON 72512,19.98,Unknown,S,1,1,0,Adulto
778,1,3,"Scott, Mr. John",male,36.4,0,0,C.A. 53010,19.76,Unknown,S,1,1,0,Adulto
779,1,1,"Green, Miss. Emily",female,29.9,0,2,W./C. 45915,177.17,Unknown,S,3,0,0,Adulto
780,1,3,"Scott, Mr. Miguel",male,2.8,1,1,W./C. 97948,8.36,Unknown,C,3,0,0,Niño
781,0,1,"Scott, Mr. Miguel",male,40.3,3,0,A/5 98733,77.38,Unknown,S,4,0,0,Adulto
782,0,3,"Thomas, Mr. Daniel",male,32.8,0,0,A/5 51743,23.41,Unknown,C,1,1,0,Adulto
783,0,1,"King, Mr. Alejandro",male,26.7,0,0,A/5 59136,185.56,Unknown,S,1,1,0,Adulto
784,1,3,"Walker, Mrs. Ethel",female,41.1,0,0,A/5 31895,14.44,Unknown,S,1,1,0,Adulto
785,1,3,"Taylor, Miss. Mary",female,7.2,0,1,PC 5709,27.06,Unknown,S,2,0,0,Niño
786,1,2,"Martin, Mrs. Elizabeth",female,34.6,1,1,LINE 67474,20.8,Unknown,S,3,0,0,Adulto
787,0,3,"Brown, Mr. Thomas",male,6.2,0,0,A/5 53574,40.43,Unknown,C,1,1,0,Niño
788,0,3,"Thomas, Mr. James",male,29.9,0,0,W./C. 65539,18.89,Unknown,S,1,1,0,Adulto
789,1,3,"Roberts, Mr. Edward",male,30.0,1,0,C.A. 76886,20.14,Unknown,S,2,0,0,Adulto
790,0,3,"Walker, Mrs. María",female,33.5,0,0,PC 26677,13.84,Unknown,S,1,1,0,Adulto
791,0,1,"Davies, Mr. Carlos",male,29.9,0,0,SOTON 93822,50.16,Unknown,Q,1,1,0,Adulto
792,0,3,"Johnson, Mr. Alejandro",male,37.7,1,0,PC 12876,19.84,Unknown,C,2,0,0,Adulto
793,1,3,"Davies, Miss. Helen",female,11.0,0,0,A/5 96970,5.57,Unknown,C,1,1,0,Niño
794,0,3,"Johnson, Mr. Thomas",male,31.9,0,0,PC 67848,30.63,Unknown,S,1,1,0,Adulto
795,1,1,"Martin, Miss. Lucía",female,2.5,0,2,PC 19637,34.46,B54,S,3,0,1,Niño
796,1,2,"Lewis, Mrs. Isabella",female,45.1,0,1,STON/O2 36591,33.67,Unknown,S,2,0,0,Adulto
797,1,3,"Taylor, Mr. George",male,29.9,0,0,LINE 7665,7.44,Unknown,S,1,1,0,Adulto
798,1,1,"Allen, Mrs. Sofía",female,39.0,0,0,PC 51685,105.94,Unknown,S,1,1,0,Adulto
799,0,3,"Ramírez, Mr. Miguel",male,29.9,2,0,PC 6761,9.45,Unknown,S,3,0,0,Adulto
800,0,3,"Davies, Mr. Arthur",male,4.6,1,0,SOTON 12399,24.68,Unknown,S,2,0,0,Niño
801,0,1,"López, Mr. Samuel",male,36.9,0,0,C.A. 39390,59.46,E16,Q,1,1,1,Adulto
802,0,3,"Young, Miss. Margaret",female,14.7,0,0,A/5 66140,15.45,Unknown,S,1,1,0,Joven
803,0,1,"Young, Mr. George",male,2.5,1,2,W./C. 95928,38.65,Unknown,C,4,0,0,Niño
804,1,2,"Evans, Mrs. Elena",female,50.5,1,0,STON/O2 76530,23.74,Unknown,Q,2,0,0,Adulto
805,0,2,"Davies, Mr. Carlos",male,29.9,0,1,A/5 23472,26.88,Unknown,S,2,0,0,Adulto
806,1,3,"Martin, Mrs. Margaret",female,50.1,0,0,W./C. 59804,15.44,Unknown,S,1,1,0,Adulto
807,1,3,"Walker, Mr. Alejandro",male,29.9,1,0,C.A. 98853,23.75,Unknown,S,2,0,0,Adulto
808,1,3,"Thomas, Mrs. Elena",female,41.4,3,0,STON/O2 83140,11.26,Unknown,S,4,0,0,Adulto
809,0,3,"King, Mr. James",male,29.9,0,0,PC 99028,15.26,Unknown,S,1,1,0,Adulto
810,0,3,"Young, Mr. Samuel",male,32.6,1,0,PC 73042,5.6,Unknown,S,2,0,0,Adulto
811,0,2,"Lewis, Mr. Alejandro",male,39.1,0,0,STON/O2 72739,51.15,Unknown,S,1,1,0,Adulto
812,0,3,"Hernández, Mr. William",male,14.3,0,0,W./C. 85861,8.66,Unknown,C,1,1,0,Joven
813,0,3,"Hall, Mr. Robert",male,24.7,0,0,A/5 80010,12.83,Unknown,Q,1,1,0,Adulto
814,0,1,"Roberts, Mr. Arthur",male,20.4,1,0,A/5 76360,72.93,Unknown,Q,2,0,0,Adulto
815,1,3,"Walker, Mr. Henry",male,44.7,0,0,A/5 22165,6.63,Unknown,S,1,1,0,Adulto
816,1,3,"Wilson, Mrs. Helen",female,32.5,2,0,W./C. 26005,11.25,Unknown,S,3,0,0,Adulto
817,1,2,"Johnson, Mr. John",male,59.0,0,0,LINE 11687,29.05,E37,S,1,1,1,Adulto
818,0,2,"Scott, Mrs. Alice",female,30.5,0,1,C.A. 36894,7.43,Unknown,C,2,0,0,Adulto
819,1,3,"Roberts, Miss. Sofía",female,6.1,0,0,PC 85090,11.62,Unknown,S,1,1,0,Niño
820,1,3,"Lewis, Mr. Samuel",male,29.9,1,0,PC 64599,14.03,Unknown,S,2,0,0,Adulto
821,0,2,"Brown, Mr. Charles",male,40.0,4,0,A/5 87893,39.49,Unknown,S,5,0,0,Adulto
822,1,2,"Evans, Mr. Edward",male,45.1,0,2,PC 57003,76.21,Unknown,S,3,0,0,Adulto
823,0,2,"Roberts, Mr. John",male,16.6,1,0,C.A. 38751,27.85,Unknown,S,2,0,0,Joven
824,1,2,"Smith, Miss. Florence",female,29.9,3,0,W./C. 36172,50.21,Unknown,C,4,0,0,Adulto
825,1,2,"Taylor, Mr. William",male,15.9,0,0,W./C. 63911,25.27,Unknown,Q,1,1,0,Joven
826,0,3,"Martínez, Mr. Carlos",male,11.2,1,0,STON/O2 29078,12.84,Unknown,S,2,0,0,Niño
827,0,3,"Ramírez, Mr. James",male,29.9,0,0,C.A. 16118,16.68,Unknown,S,1,1,0,Adulto
828,1,2,"Hernández, Mr. Arthur",male,47.9,0,0,W./C. 16803,8.02,Unknown,S,1,1,0,Adulto
829,1,3,"Green, Mr. Thomas",male,29.9,0,0,PC 84793,26.66,Unknown,S,1,1,0,Adulto
830,1,3,"Ramírez, Miss. Mary",female,29.9,1,3,LINE 15207,13.85,Unknown,S,5,0,0,Adulto
831,1,1,"Roberts, Mrs. Isabella",female,28.2,1,0,SOTON 1444,32.7,Unknown,S,2,0,0,Adulto
832,0,3,"Clark, Mr. Charles",male,29.9,0,0,C.A. 88609,11.49,Unknown,S,1,1,0,Adulto
833,1,1,"Martínez, Mr. John",male,31.8,0,0,LINE 56780,27.2,Unknown,S,1,1,0,Adulto
834,1,2,"Davies, Mrs. Elena",female,29.9,2,0,SOTON 26111,56.3,Unknown,S,3,0,0,Adulto
835,0,2,"Smith, Mr. Thomas",male,46.5,1,0,LINE 39805,20.16,Unknown,S,2,0,0,Adulto
836,0,2,"Martínez, Mr. Samuel",male,59.8,1,0,W./C. 47580,8.75,Unknown,S,2,0,0,Adulto
837,0,3,"Evans, Mr. Miguel",male,36.6,2,2,STON/O2 57316,24.08,Unknown,S,5,0,0,Adulto
838,0,1,"Brown, Mrs. Lucía",female,58.0,0,0,LINE 75010,58.24,Unknown,S,1,1,0,Adulto
839,1,3,"Davies, Miss. María",female,24.0,2,1,C.A. 23196,5.51,Unknown,C,4,0,0,Adulto
840,1,3,"Wright, Mr. Samuel",male,24.7,2,0,A/5 90876,14.76,Unknown,C,3,0,0,Adulto
841,1,1,"López, Miss. Mary",female,24.3,0,0,STON/O2 31618,104.3,Unknown,C,1,1,0,Adulto
842,0,3,"Scott, Mr. Henry",male,14.2,0,0,W./C. 72889,16.13,Unknown,S,1,1,0,Joven
843,1,3,"Brown, Mr. Alejandro",male,29.9,1,0,C.A. 8174,7.26,Unknown,C,2,0,0,Adulto
844,1,3,"Scott, Mrs. Helen",female,54.1,0,0,A/5 47774,21.33,Unknown,S,1,1,0,Adulto
845,1,2,"Hall, Miss. Emily",female,11.0,0,0,C.A. 88748,19.32,Unknown,S,1,1,0,Niño
846,0,3,"Ramírez, Mr. Alejandro",male,33.7,0,0,SOTON 56329,12.12,Unknown,S,1,1,0,Adulto
847,1,1,"Clark, Mr. Edward",male,17.2,1,0,STON/O2 15266,110.47,Unknown,S,2,0,0,Joven
848,1,1,"King, Mrs. Isabella",female,33.6,1,0,W./C. 68918,122.43,Unknown,S,2,0,0,Adulto
849,0,3,"Walker, Mr. Robert",male,29.9,0,0,LINE 78996,7.44,Unknown,C,1,1,0,Adulto
850,0,3,"López, Mr. George",male,29.9,1,0,A/5 8522,2.18,Unknown,S,2,0,0,Adulto
851,1,3,"Lewis, Mrs. Lucía",female,35.8,0,0,PC 49810,11.32,Unknown,S,1,1,0,Adulto
852,1,3,"Wilson, Mr. Samuel",male,7.8,0,0,LINE 16166,15.94,Unknown,S,1,1,0,Niño
853,0,3,"Hall, Mr. Charles",male,17.6,0,1,C.A. 9530,26.96,Unknown,Q,2,0,0,Joven
854,1,3,"Ramírez, Mr. Samuel",male,29.1,0,0,W./C. 30718,12.29,Unknown,S,1,1,0,Adulto
855,1,2,"Scott, Mrs. Edith",female,38.7,0,3,PC 90356,28.47,Unknown,S,4,0,0,Adulto
856,1,1,"Young, Miss. Margaret",female,6.4,1,0,PC 80485,114.17,Unknown,S,2,0,0,Niño
857,1,2,"Thomas, Mr. George",male,42.2,1,0,STON/O2 84396,24.88,Unknown,S,2,0,0,Adulto
858,0,1,"Wright, Mr. Alejandro",male,22.3,0,2,W./C. 14279,30.86,Unknown,S,3,0,0,Adulto
859,0,3,"Wright, Mr. William",male,29.9,0,0,PC 9732,11.48,Unknown,C,1,1,0,Adulto
860,0,3,"Clark, Mr. John",male,23.6,0,0,STON/O2 35324,24.41,Unknown,S,1,1,0,Adulto
861,0,2,"Roberts, Mr. Edward",male,29.9,0,0,STON/O2 21667,19.72,Unknown,S,1,1,0,Adulto
862,0,2,"Thomas, Mr. Carlos",male,29.9,1,0,SOTON 92708,36.78,Unknown,Q,2,0,0,Adulto
863,0,3,"Walker, Mr. James",male,40.2,0,1,W./C. 11354,25.26,Unknown,S,2,0,0,Adulto
864,0,2,"Martínez, Mr. Miguel",male,44.2,0,0,W./C. 12116,27.99,Unknown,S,1,1,0,Adulto
865,1,3,"Davies, Miss. Ethel",female,17.8,0,0,LINE 59055,25.49,Unknown,S,1,1,0,Joven
866,0,1,"López, Mr. Edward",male,41.5,0,2,PC 98983,105.62,Unknown,C,3,0,0,Adulto
867,0,2,"Wright, Miss. Elizabeth",female,18.4,2,0,STON/O2 35376,35.13,Unknown,Q,3,0,0,Joven
868,0,2,"Hernández, Mr. Charles",male,29.9,1,4,LINE 98221,30.45,Unknown,C,6,0,0,Adulto
869,0,3,"Hall, Mr. Miguel",male,52.7,1,0,C.A. 74709,11.62,Unknown,S,2,0,0,Adulto
870,0,2,"Davies, Mrs. Isabella",female,50.9,4,0,STON/O2 92270,13.95,Unknown,S,5,0,0,Adulto
871,0,2,"Martin, Mr. Samuel",male,29.9,1,2,A/5 75885,22.85,Unknown,S,4,0,0,Adulto
872,0,3,"Evans, Mr. Miguel",male,47.8,0,0,PC 35429,20.46,Unknown,S,1,1,0,Adulto
873,1,2,"Thomas, Mr. Edward",male,29.9,1,1,PC 9484,13.34,Unknown,Q,3,0,0,Adulto
874,0,2,"King, Mrs. Elizabeth",female,29.9,0,0,STON/O2 5675,24.7,Unknown,S,1,1,0,Adulto
875,1,3,"Martínez, Mr. James",male,24.5,0,3,SOTON 10004,10.71,Unknown,S,4,0,0,Adulto
876,0,2,"Allen, Mr. Charles",male,27.6,0,1,SOTON 17035,7.87,Unknown,S,2,0,0,Adulto
877,1,1,"Hernández, Mr. Carlos",male,34.4,1,0,SOTON 91013,14.81,Unknown,S,2,0,0,Adulto
878,0,1,"Thomas, Mr. Edward",male,33.9,0,0,STON/O2 83577,142.36,Unknown,S,1,1,0,Adulto
879,1,3,"Thomas, Mrs. Ethel",female,29.9,1,2,W./C. 82569,4.77,Unknown,C,4,0,0,Adulto
880,1,3,"Wright, Mrs. Alice",female,42.8,0,0,PC 98792,4.84,Unknown,S,1,1,0,Adulto
881,0,2,"Hall, Mr. Miguel",male,39.3,0,0,C.A. 47506,60.4,F47,S,1,1,1,Adulto
882,1,3,"Young, Miss. Anna",female,29.9,0,0,PC 92089,6.72,Unknown,S,1,1,0,Adulto
883,0,3,"López, Mr. Miguel",male,42.0,0,0,STON/O2 52174,9.09,Unknown,S,1,1,0,Adulto
884,0,3,"Evans, Mrs. Florence",female,27.2,1,2,A/5 9618,11.36,Unknown,S,4,0,0,Adulto
885,1,3,"García, Mr. Alejandro",male,42.6,0,0,C.A. 58736,39.55,Unknown,S,1,1,0,Adulto
886,0,3,"Clark, Mr. Thomas",male,23.7,1,1,W./C. 29537,9.77,Unknown,C,3,0,0,Adulto
887,1,3,"Wright, Mr. Alejandro",male,27.7,2,0,PC 80628,14.14,Unknown,S,3,0,0,Adulto
888,0,3,"Wilson, Mr. Alejandro",male,41.6,1,0,A/5 2480,9.75,Unknown,S,2,0,0,Adulto
889,1,3,"Wright, Mrs. Isabella",female,41.7,0,0,SOTON 90352,6.11,Unknown,C,1,1,0,Adulto
890,1,1,"Smith, Mr. William",male,36.7,1,0,SOTON 44427,114.23,A43,S,2,0,1,Adulto
891,1,3,"Young, Miss. Helen",female,13.1,3,0,A/5 1537,18.78,Unknown,S,4,0,0,Joven
892,1,3,"Evans, Mrs. Margaret",female,40.6,0,0,LINE 19824,12.59,Unknown,S,1,1,0,Adulto
893,0,3,"Hall, Mrs. Ethel",female,29.7,0,0,PC 26849,15.93,Unknown,S,1,1,0,Adulto
894,0,3,"Taylor, Mr. Robert",male,29.7,0,0,LINE 66355,36.88,Unknown,C,1,1,0,Adulto
895,0,3,"Green, Mr. James",male,29.9,1,0,STON/O2 94578,8.69,Unknown,S,2,0,0,Adulto
896,1,3,"Young, Miss. Emily",female,29.9,0,0,C.A. 39333,23.74,Unknown,S,1,1,0,Adulto
897,1,1,"Evans, Mr. Henry",male,29.9,1,0,C.A. 73969,60.26,D61,S,2,0,1,Adulto
898,0,2,"Evans, Mr. John",male,29.9,0,0,C.A. 34540,43.88,D111,S,1,1,1,Adulto
899,0,2,"Roberts, Mr. George",male,16.6,0,0,SOTON 30193,21.75,Unknown,S,1,1,0,Joven
900,0,3,"Walker, Mr. Edward",male,28.7,1,0,PC 7922,19.12,Unknown,S,2,0,0,Adulto
901,0,1,"Evans, Mr. George",male,5.4,1,0,W./C. 65532,42.29,Unknown,S,2,0,0,Niño
902,0,3,"Thomas, Mr. Thomas",male,25.1,5,2,C.A. 45825,4.76,Unknown,S,8,0,0,Adulto
903,0,3,"Lewis, Miss. Isabella",female,29.9,2,0,A/5 35879,22.38,Unknown,S,3,0,0,Adulto
904,0,1,"Lewis, Mr. William",male,34.9,0,1,W./C. 59109,85.4,Unknown,S,2,0,0,Adulto
905,0,3,"Davies, Mrs. Florence",female,59.1,0,4,W./C. 41735,20.2,Unknown,S,5,0,0,Adulto
906,0,3,"Scott, Mr. Alejandro",male,29.9,0,2,C.A. 49781,6.34,Unknown,C,3,0,0,Adulto
907,0,3,"Green, Mr. Robert",male,41.0,0,0,SOTON 58519,13.65,Unknown,C,1,1,0,Adulto
908,1,3,"Taylor, Mrs. Alice",female,40.1,1,2,PC 58438,6.75,Unknown,S,4,0,0,Adulto
909,1,1,"Allen, Mr. Miguel",male,29.9,0,2,STON/O2 2133,117.18,B55,S,3,0,1,Adulto
910,1,2,"Young, Mr. Robert",male,42.2,3,0,A/5 55613,21.44,Unknown,S,4,0,0,Adulto
911,0,2,"Green, Mrs. Margaret",female,42.6,0,1,PC 37985,29.67,Unknown,S,2,0,0,Adulto
912,1,2,"Lewis, Miss. Camila",female,29.9,0,1,W./C. 16541,11.2,Unknown,S,2,0,0,Adulto
913,0,1,"Davies, Miss. Sofía",female,23.9,4,0,SOTON 74378,60.85,Unknown,S,5,0,0,Adulto
914,1,3,"Taylor, Mr. Edward",male,10.4,0,0,W./C. 36264,9.58,Unknown,S,1,1,0,Niño
915,1,3,"Lewis, Mr. Daniel",male,26.3,0,0,LINE 94192,2.96,Unknown,Q,1,1,0,Adulto
916,0,3,"López, Mr. Luis",male,37.2,0,0,A/5 39392,11.19,Unknown,Q,1,1,0,Adulto
917,0,2,"Allen, Mr. Arthur",male,29.3,0,0,C.A. 14656,38.39,F24,S,1,1,1,Adulto
918,0,1,"Thomas, Mr. Samuel",male,29.6,1,2,PC 2869,45.07,Unknown,Q,4,0,0,Adulto
919,1,3,"Ramírez, Miss. Helen",female,19.7,0,0,PC 3076,7.97,Unknown,C,1,1,0,Joven
920,1,1,"Walker, Mr. Samuel",male,44.1,1,3,PC 73812,98.1,Unknown,S,5,0,0,Adulto
921,0,3,"Johnson, Mr. James",male,35.9,3,0,STON/O2 15632,4.49,Unknown,Q,4,0,0,Adulto
922,0,1,"Davies, Mr. Henry",male,29.9,0,0,LINE 39638,164.44,Unknown,S,1,1,0,Adulto
923,0,3,"Ramírez, Mr. Alejandro",male,34.8,1,0,W./C. 57991,9999.0,Unknown,S,2,0,0,Adulto
924,0,3,"Brown, Mr. Carlos",male,29.9,0,0,W./C. 77747,35.51,Unknown,S,1,1,0,Adulto
925,0,2,"Smith, Mr. James",male,37.0,0,0,C.A. 79967,45.61,F102,C,1,1,1,Adulto
926,0,1,"López, Mr. James",male,46.5,0,0,C.A. 83361,93.75,D97,C,1,1,1,Adulto
927,1,2,"Taylor, Mr. Edward",male,29.9,0,0,LINE 65372,31.21,F149,S,1,1,1,Adulto
928,0,1,"Walker, Mr. Samuel",male,40.0,1,0,W./C. 91125,89.76,B51,S,2,0,1,Adulto
929,1,3,"Walker, Mrs. Helen",female,29.9,0,0,STON/O2 38387,16.3,Unknown,S,1,1,0,Adulto
930,1,2,"López, Mr. John",male,29.9,1,0,LINE 25922,19.96,Unknown,C,2,0,0,Adulto
931,1,3,"López, Mrs. Elizabeth",female,49.7,0,0,W./C. 23748,11.47,Unknown,S,1,1,0,Adulto
932,1,1,"Roberts, Miss. Lucía",female,18.5,1,0,W./C. 18561,56.59,Unknown,S,2,0,0,Joven
933,1,1,"Ramírez, Mrs. Helen",female,53.8,1,1,PC 22694,73.36,Unknown,S,3,0,0,Adulto
934,1,2,"Allen, Mrs. Edith",female,29.9,0,0,C.A. 26552,14.96,Unknown,C,1,1,0,Adulto
935,0,3,"García, Mr. Miguel",male,32.6,4,0,W./C. 95155,18.27,Unknown,S,5,0,0,Adulto
936,1,3,"Young, Mrs. Florence",female,29.9,0,3,SOTON 92923,20.42,Unknown,S,4,0,0,Adulto
937,0,3,"Johnson, Mr. Arthur",male,40.0,1,0,PC 93933,34.52,Unknown,C,2,0,0,Adulto
938,0,2,"King, Mr. William",male,29.9,1,0,W./C. 83101,26.53,E69,S,2,0,1,Adulto
939,0,3,"Allen, Mr. Carlos",male,31.1,3,0,LINE 12855,18.36,Unknown,S,4,0,0,Adulto
940,1,3,"Ramírez, Mrs. Lucía",female,39.8,0,0,STON/O2 32651,25.53,Unknown,S,1,1,0,Adulto
941,1,3,"López, Mrs. Margaret",female,55.9,2,0,PC 3697,7.2,Unknown,S,3,0,0,Adulto
942,0,3,"Scott, Miss. Helen",female,18.2,0,1,A/5 47993,11.63,Unknown,C,2,0,0,Joven
943,0,1,"Taylor, Mr. Luis",male,7.7,0,0,A/5 75624,78.09,B80,S,1,1,1,Niño
