PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
906,0,3,"Scott, Mr. Alejandro",MALE,unknown,0,2,C.A. 49781,6.34,,C
907,0,3,"Green, Mr. Robert",male,41.0,0,0,SOTON 58519,13.65,,Cherbourg
908,1,3,"Taylor, Mrs. Alice",F,40.1,1,2,PC 58438,6.75,,Southampton
909,1,1,"Allen, Mr. Miguel",M,,0,2,STON/O2 2133,117.18,B55,southampton
910,1,2,"Young, Mr. Robert", male ,42.2,3,0,A/5 55613,21.44,,Southampton
911,0,2,"Green, Mrs. Margaret",FEMALE,42.6,0,1,PC 37985,29.67,,Southampton
912,1,2,"Lewis, Miss. Camila",female,unknown,0,1,W./C. 16541,11.20,, S 
913,0,1,"Davies, Miss. Sofía",Female,23.9,4,0,SOTON 74378,60.85,,southampton
914,1,3,"Taylor, Mr. Edward",MALE,10.4,0,0,W./C. 36264,9.58,,southampton
915,1,3,"Lewis, Mr. Daniel",MALE,26.3,0,0,LINE 94192,2.96,,Q
916,0,3,"López, Mr. Luis",m,37.2,0,0,A/5 39392,11.19,,Queenstown
917,0,2,"Allen, Mr. Arthur",M,29.3,0,0,C.A. 14656,38.39,F24,Southampton
918,0,1,"Thomas, Mr. Samuel", male ,29.6,1,2,PC 2869,45.07,,queenstown
919,1,3,"Ramírez, Miss. Helen",F,19.7,0,0,PC 3076,7.97,,Cherbourg
920,1,1,"Walker, Mr. Samuel",male,44.1,1,3,PC 73812,98.10,,Southampton
921,0,3,"Johnson, Mr. James",MALE,35.9,3,0,STON/O2 15632,4.49,,Queenstown
922,0,1,"Davies, Mr. Henry", male ,unknown,0,0,LINE 39638,164.44,,S
923,0,3,"Ramírez, Mr. Alejandro",MALE,34.8,1,0,W./C. 57991,9999,, S 
924,0,3,"Brown, Mr. Carlos", male ,null,0,0,W./C. 77747,35.51,,Southampton
925,0,2,"Smith, Mr. James",male,37.0,0,0,C.A. 79967,45.61,F102,c
926,0,1,"López, Mr. James",male,46.5,0,0,C.A. 83361,93.75,D97,c
927,1,2,"Taylor, Mr. Edward",M,N/A,0,0,LINE 65372,31.21,F149, S 
928,0,1,"Walker, Mr. Samuel",MALE,40.0,1,0,W./C. 91125,89.76,B51,southampton
929,1,3," Walker, Mrs. Helen ", female ,null,0,0,STON/O2 38387,16.30,,S
930,1,2,"López, Mr. John",m,,1,0,LINE 25922,19.96,,cherbourg
931,1,3,"López, Mrs. Elizabeth",f,49.7,0,0,W./C. 23748,11.47,,S
932,1,1," Roberts, Miss. Lucía ", female ,18.5,1,0,W./C. 18561,56.59,,s
933,1,1,"Ramírez, Mrs. Helen",f,53.8,1,1,PC 22694,73.36,,southampton
934,1,2,"Allen, Mrs. Edith",F,null,0,0,C.A. 26552,14.96,,Cherbourg
935,0,3,"García, Mr. Miguel",male,32.6,4,0,W./C. 95155,18.27,,s
936,1,3,"Young, Mrs. Florence",FEMALE,null,0,3,SOTON 92923,20.42,,s
937,0,3,"Johnson, Mr. Arthur",MALE,40.0,1,two,PC 93933,34.52,,c
938,0,2,"King, Mr. William",m,unknown,1,0,W./C. 83101,26.53,E69,Southampton
939,0,3,"Allen, Mr. Carlos",m,31.1,3,0,LINE 12855,18.36,,Southampton
940,1,3,"Ramírez, Mrs. Lucía",F,39.8,0,0,STON/O2 32651,25.53,,s
941,1,3,"López, Mrs. Margaret",f,55.9,2,0,PC 3697,7.20,, S 
942,0,3,"Scott, Miss. Helen",female,18.2,0,1,A/5 47993,11.63,,cherbourg
943,0,1,"Taylor, Mr. Luis",male,7.7,0,0,A/5 75624,78.09,B80,S
944,0,1,"Walker, Mr. Thomas",male,43.1,0,0,SOTON 99915,69.14,E140,s
945,1,2,"Thomas, Mr. Robert",MALE,N/A,2,0,LINE 99797,57.25,,S
946,0,3,"Davies, Mr. Robert",Male,54.7,0,2,LINE 67072,8.06,, Q 
947,0,1,"Johnson, Mr. Samuel",m,15.5,0,1,STON/O2 3030,60.95,, C 
948,0,2,"Young, Mrs. Edith",female,46.3,2,two,SOTON 90342,45.52,,Southampton
949,1,3,"Martin, Mrs. Ethel",Female,35.1,1,2,STON/O2 46796,10.31,, S 
950,0,2,"Wilson, Mr. John",M,16.4,1,0,SOTON 73503,13.17,D58,q
951,1,1,"Johnson, Mr. James",m,54.5,0,1,PC 88890,77.38,,southampton
952,0,2,"Allen, Mr. Henry",male,unknown,0,0,C.A. 38275,17.85,, S 
953,0,3,"García, Mr. William",Male,17.4,0,0,STON/O2 75525,15.17,,Southampton
954,0,3,"Green, Mr. Thomas", male ,25.0,0,0,W./C. 18175,6.74,, S 
955,1,3,"Smith, Mrs. Lucía", female ,36.7,0,2,A/5 53773,8.54,, S 
956,1,2,"Wilson, Mr. George",MALE,25.6,0,0,PC 72472,23.38,, S 
957,1,3,"Hernández, Mrs. Anna", female ,25.6,0,0,W./C. 71273,5.91,, S 
958,1,2,"King, Mr. Alejandro", male ,17.1,0,0,A/5 82427,16.27,, S 
959,0,3,"Taylor, Mr. Robert", male ,42.2,0,0,LINE 18649,8.27,,S
960,1,1,"Taylor, Mrs. Elena",female,51.5,4,2,C.A. 59303,58.28,, S 
961,1,1,"Young, Mr. John",m,32.3,0,0,W./C. 93721,41.78,E63,Cherbourg
962,0,1,"Davies, Mr. Edward",m,59.0,1,0,C.A. 92089,53.27,,q
963,1,1,"Taylor, Mrs. Isabella",FEMALE,null,0,1,PC 31371,77.31,,Southampton
964,1,3,"Thomas, Mrs. Elizabeth",FEMALE,34.4,0,1,LINE 15663,6.23,,S
965,0,3,"Martínez, Mr. Miguel",m,-3,1,0,W./C. 25721,11.93,,Queenstown
966,0,3,"Green, Mrs. Ethel", female ,38.8,0,0,SOTON 55553,11.54,,s
967,1,1,"López, Mrs. Elizabeth",F,31.3,0,0,W./C. 19867,69.76,,southampton
968,1,3,"Green, Mr. Miguel",Male,3.5,1,0,PC 7061,17.32,,Southampton
969,0,3,"King, Mr. Charles",M,65.9,0,0,LINE 52979,14.17,,Q
970,0,3,"Evans, Mr. Miguel",Male,26.4,0,2,A/5 41821,38.45,,S
971,0,1,"Wright, Mr. Samuel",MALE,,0,0,STON/O2 87494,132.35,, C 
972,1,3,"García, Mr. Charles",male,4.1,1,0,SOTON 22874,12.11,,Q
973,0,3,"Johnson, Mr. Robert",Male,28.6,1,0,C.A. 63918,6.44,,C
974,0,2,"Hall, Mr. Alejandro",M,null,0,0,C.A. 67248,12.65,,cherbourg
975,1,2,"Hernández, Miss. Sofía",f,8.4,0,0,SOTON 33326,16.98,,s
976,1,3,"Hall, Mr. James", male ,40.4,1,0,PC 50738,14.17,,s
977,0,2,"Davies, Mr. Luis", male ,15.6,0,2,LINE 6033,30.81,,C
978,0,1,"Davies, Mr. Arthur",MALE,41.6,0,0,LINE 6119,126.63,,southampton
979,1,2,"Hall, Mrs. Helen",FEMALE,26.7,0,0,LINE 71381,11.46,,Cherbourg
980,1,2,"Young, Mrs. Anna",Female,47.7,0,0,PC 81826,7.41,,S
981,0,3,"Hall, Mr. Samuel",m,N/A,0,0,SOTON 8565,13.09,E172,Southampton
982,1,3,"King, Mr. Henry",Male,N/A,1,0,LINE 34109,8.81,,s
983,1,2,"Scott, Mr. Arthur",M,26.3,0,3,PC 60541,10.77,,Southampton
984,0,3,"Thomas, Mr. Edward",MALE,38.0,0,0,SOTON 2962,30.10,,southampton
985,0,2,"Hall, Mrs. Edith",f,33.1,0,0,LINE 6502,26.23,,s
986,0,3,"King, Miss. Edith",FEMALE,null,0,0,PC 10680,15.52,,
987,0,3,"Walker, Mr. Arthur",M,14.4,1,3,PC 23658,4.95,,
988,0,2,"Taylor, Mr. Arthur",MALE,17.6,0,0,C.A. 76350,42.00,,Southampton
989,1,3,"Johnson, Mr. William",MALE,27.5,1,0,STON/O2 96558,18.39,G35,S
990,1,3,"Martínez, Mrs. Margaret",Female,33.4,0,0,A/5 82085,11.62,,southampton
991,0,1,"Green, Mr. James",male,10.0,1,0,PC 64074,109.14,,c
992,0,3,"Wright, Mr. Carlos",m,32.1,1,2,W./C. 58838,13.05,,s
993,1,1,"Young, Miss. Isabella", female ,9.7,2,1,W./C. 4717,113.74,E24,s
994,0,1,"Scott, Mr. Daniel",Male,null,0,0,STON/O2 3417,45.03,,s
995,1,3,"Green, Mr. Alejandro", male ,51.6,0,0,C.A. 95170,13.30,, S 
996,0,3,"López, Miss. Florence",F,23.7,1,2,W./C. 89376,15.16,,c
997,0,3,"López, Mr. Charles",Male,25.3,1,0,C.A. 32670,6.79,,southampton
998,0,3,"Green, Mr. James",MALE,26.3,1,0,A/5 56005,15.04,, S 
999,1,1,"Clark, Mrs. Sofía",female,32.2,0,1,C.A. 49167,91.14,,S
1000,0,1,"Wright, Mr. Samuel",Male,40.6,0,0,A/5 77411,127.48,,southampton
1001,0,3,"Taylor, Mr. Alejandro",MALE,11.2,1,0,A/5 72027,6.14,,southampton
1002,1,1,"Davies, Mr. John", male ,N/A,2,0,LINE 21678,126.59,,southampton
1003,1,3,"Roberts, Mrs. Camila",female,50.4,0,0,W./C. 47150,19.61,,s
1004,0,1,"Smith, Mr. Carlos",,null,2,0,C.A. 29095,225.20,,s
1005,1,3,"Allen, Mrs. Elizabeth",female,56.1,1,0,PC 65042,1.85,,
1006,0,3,"Johnson, Mr. Arthur",M,null,1,0,LINE 37625,2.56,,Southampton
1007,0,3,"Roberts, Mr. Miguel",M,42.7,1,0,W./C. 30632,16.65,,Southampton
1008,1,3,"Davies, Mrs. Ethel",FEMALE,33.6,0,2,PC 65325,12.56,,s
1009,0,2,"Martin, Mr. John", male ,22.3,0,0,C.A. 13507,25.26,, S 
1010,1,1,"Evans, Mr. George",male,unknown,1,0,STON/O2 94703,123.88,,southampton
1011,1,2,"Taylor, Mr. Samuel",M,27.4,0,0,LINE 78036,51.16,,S
1012,0,3,"Green, Mr. James",M,20.9,0,2,SOTON 47078,17.31,,s
1013,0,2,"Lewis, Mr. Samuel",MALE,null,2,0,W./C. 47851,11.71,, Q 
1014,1,3,"Brown, Mrs. Florence",female,30.5,0,0,C.A. 76375,23.44,,queenstown
1015,1,1,"Clark, Mrs. Sofía",FEMALE,41.5,0,2,A/5 21860,104.36,, S 
1016,0,3,"Clark, Mr. Thomas",MALE,,0,1,W./C. 46964,14.70,,
1017,1,3,"López, Mr. George",male,null,0,0,LINE 37402,5.49,,s
1018,1,3,"Smith, Mr. Miguel",MALE,31.8,1,0,A/5 92401,20.04,,C
1019,1,2,"Scott, Mr. Henry",MALE,13.6,0,0,A/5 56437,11.77,,Southampton
1020,1,1,"Smith, Mrs. Ethel",Female,unknown,0,0,SOTON 29058,129.90,,Queenstown
1021,1,3,"Lewis, Miss. Anna",FEMALE,24.7,2,0,STON/O2 97033,8.53,,
1022,0,1st,"Ramírez, Mr. Luis",MALE,34.4,2,0,A/5 70226,33.01,,southampton
1023,0,3,"Johnson, Mr. Alejandro",M,16.3,0,0,C.A. 57579,20.76,,S
1024,1,3,"Martínez, Mr. Edward",Male,0.3,1,0,PC 99824,7.95,,S
1025,0,3,"Young, Mr. Thomas",MALE,20.6,0,0,W./C. 36939,15.40,,Southampton
1026,1,3,"Hernández, Miss. Helen",female,unknown,0,0,SOTON 38246,10.68,, C 
1027,0,3,"Hall, Mr. Thomas",Male,51.8,0,0,W./C. 53619,13.42,, S 
1028,1,1,"Lewis, Mr. Arthur",MALE,42.4,0,N/A,SOTON 13169,71.26,,Southampton
1029,0,3,"Ramírez, Mr. Arthur",male,12.7,-1,1,C.A. 39900,5.65,F33, S 
1030,0,1,"García, Mr. William",m,19.3,0,0,STON/O2 1244,157.37,,S
1031,1,3,"Roberts, Miss. Ethel",FEMALE,19.8,0,2,STON/O2 79267,10.89,,S
1032,0,3,"Wilson, Mr. George",Male,29.2,0,0,W./C. 87667,18.62,,southampton
1033,0,3,"Walker, Mr. Edward",MALE,5.8,0,0,C.A. 45770,13.39,,Southampton
1034,0,3,"Hall, Mrs. Mary", female ,27.0,0,1,C.A. 91581,10.67,, S 
1035,0,2,"Lewis, Mr. Thomas",Male,27.8,1,3,C.A. 87844,17.69,,Southampton
1036,0,3,"Hernández, Mr. William", male ,null,0,2,STON/O2 67803,10.95,,
1037,0,3,"Hall, Mr. Carlos",male,15.4,0,0,PC 9544,12.47,, S 
1038,1,1,"Smith, Mr. Daniel",Male,31.3,3,0,C.A. 40815,70.20,,s
1039,1,3,"Green, Mr. Thomas",M,-3,0,0,C.A. 28549,21.55,,S
1040,0,1,"Johnson, Mrs. Helen",Female,34.3,1,0,SOTON 30479,83.39,,s
1041,0,3,"López, Mr. Charles",male,22.6,0,1,W./C. 24578,15.68,,Queenstown
1042,1,1,"Walker, Mrs. Ethel",F,33.6,0,0,C.A. 97305,98.18,,southampton
1043,0,3,"King, Mr. William",M,8.4,0,0,LINE 28533,70.20,,s
1044,1,3,"Scott, Mrs. Helen",F,null,2,0,LINE 79098,14.11,,Southampton
1045,1,3,"Walker, Mrs. Anna", female ,26.2,0,1,A/5 84675,12.35,,cherbourg
1046,1,3,"Wright, Mr. Arthur",Male,33.9,0,0,A/5 45281,11.36,,Southampton
1047,1,2,"Wilson, Mr. George",m,26.5,0,3,C.A. 78817,14.99,, S 
1048,1,2,"Clark, Miss. María",female,7.0,0,0,PC 49412,12.70,, C 
1049,1,3," Roberts, Mrs. Camila ",f,27.0,1,0,C.A. 56713,9.56,,s
1050,0,3,"López, Mr. Thomas", male ,41.8,0,0,LINE 33033,25.68,,S
814,0,1,"Roberts, Mr. Arthur",M,20.4,1,0,A/5 76360,72.93,,q
517,1,2,"Martínez, Mrs. Helen",F,44.6,2,0,LINE 88959,15.20,,Southampton
367,0,2,"Young, Mr. Samuel",m,32.7,0,0,C.A. 43263,23.34,,southampton
238,1,2,"Walker, Mr. Arthur",male,9.2,0,0,C.A. 98645,38.80,,Southampton
446,0,2,"Johnson, Mr. Alejandro",male,null,0,0,STON/O2 89656,33.52,,Southampton
647,0,3,"Young, Mrs. Sofía",FEMALE,N/A,0,0,SOTON 79437,13.72,,southampton
1032,0,3,"Wilson, Mr. George",Male,29.2,0,0,W./C. 87667,18.62,,southampton
841,1,1,"López, Miss. Mary",F,24.3,0,0,STON/O2 31618,104.30,, C 
577,1,3,"Johnson, Mr. William",m,30.9,1,0,SOTON 86230,7.20,,S
79,1,1,"Martínez, Mr. Charles",MALE,null,0,0,A/5 52087,95.81,, Q 
227,1,2,"Clark, Mrs. Elizabeth",F,N/A,0,0,LINE 33930,17.34,,s
483,0,3,"Roberts, Mr. John",M,,0,1,STON/O2 87226,11.56,,s
236,1,3,"Taylor, Mrs. Alice",FEMALE,,0,0,LINE 16298,5.90,,Q
986,0,3,"King, Miss. Edith",FEMALE,null,0,0,PC 10680,15.52,,
812,0,3,"Hernández, Mr. William",MALE,14.3,0,0,W./C. 85861,8.66,, C 
40,1,3,"Thomas, Mr. Alejandro",MALE,49.0,0,0,STON/O2 99903,20.75,,S
867,0,2,"Wright, Miss. Elizabeth",f,18.4,2,0,STON/O2 35376,35.13,,Queenstown
335,1,3,"Smith, Mrs. Margaret",f,47.6,1,0,W./C. 98814,16.03,,Queenstown
244,0,3,"Evans, Mr. Miguel", male ,null,0,0,W./C. 69797,25.26,, S 
15,0,3,"García, Mr. Charles",Male,0.3,0,4,A/5 77528,13.75,,Southampton
323,0,2,"Young, Mrs. Anna",f,25.7,0,1,SOTON 84716,18.71,,c
517,1,2,"Martínez, Mrs. Helen",F,44.6,2,0,LINE 88959,15.20,,Southampton
122,1,3,"Hall, Mrs. Edith", female ,N/A,0,3,PC 62471,12.40,,C
965,0,3,"Martínez, Mr. Miguel",m,-3,1,0,W./C. 25721,11.93,,Queenstown
4,1,3,"Clark, Mrs. María",female,30.4,1,1,LINE 40522,9.30,,Southampton
791,0,1,"Davies, Mr. Carlos", male ,unknown,0,0,SOTON 93822,50.16,,Q
1022,0,1st,"Ramírez, Mr. Luis",MALE,34.4,2,0,A/5 70226,33.01,,southampton
32,1,3,"Green, Miss. Anna",f,7.9,1,0,PC 83383,8.56,, S 
